date,shift,machine_id,unit,department,reason,duration_minutes
2026-06-16,1,RF-04,Unit I,Spinning,Weft break PBM,44
2026-06-16,1,RF-07,Unit I,Spinning,Loom runout,24
2026-06-16,1,RF-11,Unit I,Spinning,Traveller change work,20
2026-06-16,1,VTX-01,Unit I,Spinning,Traveller change work,13
2026-06-16,1,VTX-06,Unit I,Spinning,Maintenance - scheduled,66
2026-06-16,2,TOY-02,Unit I,Weaving,Maintenance - scheduled,118
2026-06-16,2,TOY-13,Unit I,Weaving,Maintenance - scheduled,153
2026-06-16,2,TSU-10,Unit I,Weaving,Full cleaning work,127
2026-06-16,2,SUL-03,Unit I,Weaving,Full cleaning work,67
2026-06-16,2,VTX-08,Unit I,Spinning,Full cleaning work,104
2026-06-16,3,TOY-05,Unit I,Weaving,Sort change work,47
2026-06-16,3,TSU-03,Unit I,Weaving,Full cleaning work,96
2026-06-16,3,TSU-10,Unit I,Weaving,Full cleaning work,104
2026-06-16,3,VTX-08,Unit I,Spinning,Weft break PBM,34
2026-06-16,3,AJ-02,Unit I,Spinning,Maintenance - scheduled,146
2026-06-16,3,AJ-04,Unit I,Spinning,Bobbin shortage,54
2026-06-17,1,TOY-06,Unit I,Weaving,Maintenance - scheduled,154
2026-06-17,1,TOY-11,Unit I,Weaving,Bobbin shortage,41
2026-06-17,1,TSU-07,Unit I,Weaving,Voltage fluctuation PBM,20
2026-06-17,1,RF-03,Unit I,Spinning,Traveller change work,30
2026-06-17,1,RF-05,Unit I,Spinning,Sort change work,64
2026-06-17,2,TOY-02,Unit I,Weaving,Maintenance - scheduled,177
2026-06-17,2,TOY-07,Unit I,Weaving,Loom runout,34
2026-06-17,2,TOY-08,Unit I,Weaving,Traveller change work,19
2026-06-17,2,TOY-12,Unit I,Weaving,Weft break PBM,30
2026-06-17,2,TOY-13,Unit I,Weaving,Voltage fluctuation PBM,5
2026-06-17,2,TSU-01,Unit I,Weaving,Voltage fluctuation PBM,16
2026-06-17,2,TSU-07,Unit I,Weaving,Traveller change work,26
2026-06-17,2,RF-09,Unit I,Spinning,Maintenance - scheduled,180
2026-06-17,2,RF-11,Unit I,Spinning,Maintenance - scheduled,146
2026-06-17,2,RF-12,Unit I,Spinning,Maintenance - scheduled,126
2026-06-17,2,VTX-02,Unit I,Spinning,Sort change work,55
2026-06-17,2,VTX-05,Unit I,Spinning,Sort change work,34
2026-06-17,3,TOY-04,Unit I,Weaving,Voltage fluctuation PBM,20
2026-06-17,3,TOY-06,Unit I,Weaving,Loom runout,51
2026-06-17,3,TOY-08,Unit I,Weaving,Loom runout,24
2026-06-17,3,TOY-15,Unit I,Weaving,Sort change work,65
2026-06-17,3,TSU-09,Unit I,Weaving,Weft break PBM,19
2026-06-17,3,SUL-03,Unit I,Weaving,Traveller change work,17
2026-06-17,3,RF-02,Unit I,Spinning,Bobbin shortage,102
2026-06-17,3,RF-05,Unit I,Spinning,Maintenance - scheduled,135
2026-06-17,3,RF-06,Unit I,Spinning,Full cleaning work,108
2026-06-17,3,RF-09,Unit I,Spinning,Maintenance - scheduled,72
2026-06-17,3,RF-11,Unit I,Spinning,Maintenance - scheduled,124
2026-06-17,3,VTX-08,Unit I,Spinning,Traveller change work,19
2026-06-18,1,TOY-03,Unit I,Weaving,Voltage fluctuation PBM,14
2026-06-18,1,TOY-08,Unit I,Weaving,Maintenance - scheduled,94
2026-06-18,1,RF-01,Unit I,Spinning,Loom runout,40
2026-06-18,1,AJ-02,Unit I,Spinning,Weft break PBM,41
2026-06-18,1,AJ-05,Unit I,Spinning,Traveller change work,18
2026-06-18,2,TOY-09,Unit I,Weaving,Loom runout,51
2026-06-18,2,SUL-02,Unit I,Weaving,Traveller change work,12
2026-06-18,2,SUL-05,Unit I,Weaving,Full cleaning work,81
2026-06-18,2,RF-06,Unit I,Spinning,Traveller change work,16
2026-06-18,2,VTX-06,Unit I,Spinning,Sort change work,31
2026-06-18,2,AJ-02,Unit I,Spinning,Sort change work,85
2026-06-18,3,TOY-03,Unit I,Weaving,Full cleaning work,90
2026-06-18,3,TOY-06,Unit I,Weaving,Bobbin shortage,68
2026-06-18,3,TOY-08,Unit I,Weaving,Sort change work,62
2026-06-18,3,TOY-11,Unit I,Weaving,Weft break PBM,19
2026-06-18,3,TSU-03,Unit I,Weaving,Sort change work,33
2026-06-18,3,RF-05,Unit I,Spinning,Full cleaning work,79
2026-06-18,3,RF-06,Unit I,Spinning,Maintenance - scheduled,166
2026-06-18,3,VTX-01,Unit I,Spinning,Maintenance - scheduled,101
2026-06-18,3,VTX-06,Unit I,Spinning,Weft break PBM,40
2026-06-18,3,VTX-09,Unit I,Spinning,Loom runout,55
2026-06-18,3,AJ-04,Unit I,Spinning,Traveller change work,15
2026-06-19,1,TOY-10,Unit I,Weaving,Full cleaning work,119
2026-06-19,1,TSU-08,Unit I,Weaving,Bobbin shortage,120
2026-06-19,1,SUL-02,Unit I,Weaving,Voltage fluctuation PBM,8
2026-06-19,1,SUL-03,Unit I,Weaving,Loom runout,20
2026-06-19,1,RF-08,Unit I,Spinning,Sort change work,30
2026-06-19,1,VTX-01,Unit I,Spinning,Maintenance - scheduled,143
2026-06-19,1,VTX-07,Unit I,Spinning,Maintenance - scheduled,78
2026-06-19,1,VTX-09,Unit I,Spinning,Sort change work,87
2026-06-19,2,TOY-02,Unit I,Weaving,Bobbin shortage,83
2026-06-19,2,TOY-04,Unit I,Weaving,Bobbin shortage,92
2026-06-19,2,TSU-09,Unit I,Weaving,Weft break PBM,26
2026-06-19,2,SUL-01,Unit I,Weaving,Bobbin shortage,44
2026-06-19,2,RF-02,Unit I,Spinning,Weft break PBM,44
2026-06-19,2,RF-11,Unit I,Spinning,Weft break PBM,31
2026-06-19,2,RF-12,Unit I,Spinning,Loom runout,33
2026-06-19,2,VTX-07,Unit I,Spinning,Full cleaning work,102
2026-06-19,2,AJ-01,Unit I,Spinning,Maintenance - scheduled,103
2026-06-19,3,TOY-02,Unit I,Weaving,Bobbin shortage,59
2026-06-19,3,RF-04,Unit I,Spinning,Full cleaning work,90
2026-06-19,3,VTX-12,Unit I,Spinning,Bobbin shortage,82
2026-06-19,3,AJ-01,Unit I,Spinning,Weft break PBM,28
2026-06-20,1,TOY-08,Unit I,Weaving,Maintenance - scheduled,64
2026-06-20,1,SUL-01,Unit I,Weaving,Maintenance - scheduled,154
2026-06-20,1,RF-06,Unit I,Spinning,Sort change work,31
2026-06-20,1,RF-12,Unit I,Spinning,Full cleaning work,111
2026-06-20,1,VTX-06,Unit I,Spinning,Full cleaning work,108
2026-06-20,1,VTX-08,Unit I,Spinning,Loom runout,54
2026-06-20,1,VTX-12,Unit I,Spinning,Voltage fluctuation PBM,18
2026-06-20,1,AJ-02,Unit I,Spinning,Full cleaning work,83
2026-06-20,1,AJ-03,Unit I,Spinning,Weft break PBM,24
2026-06-20,2,TOY-05,Unit I,Weaving,Weft break PBM,25
2026-06-20,2,TOY-06,Unit I,Weaving,Weft break PBM,28
2026-06-20,2,TOY-14,Unit I,Weaving,Maintenance - scheduled,166
2026-06-20,2,SUL-04,Unit I,Weaving,Maintenance - scheduled,60
2026-06-20,2,RF-05,Unit I,Spinning,Weft break PBM,43
2026-06-20,2,VTX-04,Unit I,Spinning,Maintenance - scheduled,107
2026-06-20,2,VTX-08,Unit I,Spinning,Voltage fluctuation PBM,16
2026-06-20,2,AJ-04,Unit I,Spinning,Maintenance - scheduled,175
2026-06-20,3,TOY-06,Unit I,Weaving,Sort change work,77
2026-06-20,3,SUL-04,Unit I,Weaving,Maintenance - scheduled,134
2026-06-20,3,SUL-05,Unit I,Weaving,Weft break PBM,27
2026-06-20,3,RF-03,Unit I,Spinning,Maintenance - scheduled,67
2026-06-20,3,RF-06,Unit I,Spinning,Weft break PBM,32
2026-06-20,3,RF-07,Unit I,Spinning,Bobbin shortage,81
2026-06-20,3,RF-08,Unit I,Spinning,Bobbin shortage,59
2026-06-20,3,VTX-04,Unit I,Spinning,Weft break PBM,29
2026-06-20,3,VTX-07,Unit I,Spinning,Weft break PBM,34
2026-06-21,1,TOY-02,Unit I,Weaving,Bobbin shortage,95
2026-06-21,1,TSU-01,Unit I,Weaving,Traveller change work,17
2026-06-21,1,TSU-05,Unit I,Weaving,Weft break PBM,32
2026-06-21,1,SUL-01,Unit I,Weaving,Voltage fluctuation PBM,8
2026-06-21,1,SUL-03,Unit I,Weaving,Traveller change work,19
2026-06-21,1,RF-02,Unit I,Spinning,Sort change work,86
2026-06-21,1,RF-11,Unit I,Spinning,Traveller change work,27
2026-06-21,2,TOY-14,Unit I,Weaving,Maintenance - scheduled,89
2026-06-21,2,TSU-03,Unit I,Weaving,Weft break PBM,32
2026-06-21,2,VTX-02,Unit I,Spinning,Full cleaning work,103
2026-06-21,2,VTX-11,Unit I,Spinning,Sort change work,39
2026-06-21,3,TOY-05,Unit I,Weaving,Sort change work,32
2026-06-21,3,TOY-06,Unit I,Weaving,Traveller change work,12
2026-06-21,3,TSU-02,Unit I,Weaving,Sort change work,58
2026-06-21,3,SUL-02,Unit I,Weaving,Sort change work,47
2026-06-21,3,RF-08,Unit I,Spinning,Weft break PBM,17
2026-06-21,3,VTX-03,Unit I,Spinning,Voltage fluctuation PBM,8
2026-06-21,3,VTX-09,Unit I,Spinning,Traveller change work,24
2026-06-21,3,AJ-02,Unit I,Spinning,Loom runout,31
2026-06-22,1,TOY-01,Unit I,Weaving,Weft break PBM,36
2026-06-22,1,TOY-06,Unit I,Weaving,Voltage fluctuation PBM,19
2026-06-22,1,TOY-07,Unit I,Weaving,Bobbin shortage,55
2026-06-22,1,TOY-08,Unit I,Weaving,Loom runout,21
2026-06-22,1,TOY-09,Unit I,Weaving,Traveller change work,12
2026-06-22,1,TOY-10,Unit I,Weaving,Sort change work,76
2026-06-22,1,TOY-15,Unit I,Weaving,Full cleaning work,61
2026-06-22,1,SUL-01,Unit I,Weaving,Maintenance - scheduled,108
2026-06-22,1,SUL-03,Unit I,Weaving,Weft break PBM,34
2026-06-22,1,SUL-05,Unit I,Weaving,Full cleaning work,123
2026-06-22,1,RF-11,Unit I,Spinning,Bobbin shortage,112
2026-06-22,1,VTX-06,Unit I,Spinning,Traveller change work,17
2026-06-22,1,VTX-11,Unit I,Spinning,Maintenance - scheduled,68
2026-06-22,1,AJ-01,Unit I,Spinning,Sort change work,90
2026-06-22,1,AJ-03,Unit I,Spinning,Traveller change work,17
2026-06-22,2,TOY-02,Unit I,Weaving,Sort change work,68
2026-06-22,2,SUL-01,Unit I,Weaving,Full cleaning work,140
2026-06-22,2,RF-01,Unit I,Spinning,Bobbin shortage,80
2026-06-22,2,RF-04,Unit I,Spinning,Traveller change work,23
2026-06-22,2,VTX-04,Unit I,Spinning,Full cleaning work,78
2026-06-22,2,VTX-06,Unit I,Spinning,Bobbin shortage,119
2026-06-22,2,VTX-10,Unit I,Spinning,Loom runout,46
2026-06-22,3,TSU-04,Unit I,Weaving,Bobbin shortage,47
2026-06-22,3,VTX-04,Unit I,Spinning,Traveller change work,17
2026-06-22,3,VTX-08,Unit I,Spinning,Bobbin shortage,33
2026-06-23,1,TOY-08,Unit I,Weaving,Loom runout,38
2026-06-23,1,TSU-02,Unit I,Weaving,Maintenance - scheduled,100
2026-06-23,1,AJ-04,Unit I,Spinning,Loom runout,29
2026-06-23,2,TOY-08,Unit I,Weaving,Bobbin shortage,118
2026-06-23,2,TSU-02,Unit I,Weaving,Loom runout,54
2026-06-23,2,TSU-09,Unit I,Weaving,Maintenance - scheduled,162
2026-06-23,2,SUL-01,Unit I,Weaving,Voltage fluctuation PBM,6
2026-06-23,2,RF-08,Unit I,Spinning,Weft break PBM,22
2026-06-23,2,RF-09,Unit I,Spinning,Sort change work,49
2026-06-23,2,RF-11,Unit I,Spinning,Sort change work,68
2026-06-23,2,VTX-06,Unit I,Spinning,Sort change work,55
2026-06-23,3,TOY-08,Unit I,Weaving,Traveller change work,18
2026-06-23,3,TOY-10,Unit I,Weaving,Loom runout,31
2026-06-23,3,TOY-14,Unit I,Weaving,Full cleaning work,109
2026-06-23,3,SUL-03,Unit I,Weaving,Traveller change work,12
2026-06-23,3,SUL-04,Unit I,Weaving,Voltage fluctuation PBM,20
2026-06-23,3,RF-07,Unit I,Spinning,Traveller change work,10
2026-06-23,3,RF-11,Unit I,Spinning,Weft break PBM,34
2026-06-23,3,VTX-09,Unit I,Spinning,Maintenance - scheduled,108
2026-06-24,1,TOY-07,Unit I,Weaving,Full cleaning work,83
2026-06-24,1,TOY-08,Unit I,Weaving,Maintenance - scheduled,85
2026-06-24,1,SUL-05,Unit I,Weaving,Bobbin shortage,61
2026-06-24,1,VTX-06,Unit I,Spinning,Weft break PBM,23
2026-06-24,1,VTX-11,Unit I,Spinning,Weft break PBM,27
2026-06-24,2,TOY-02,Unit I,Weaving,Full cleaning work,95
2026-06-24,2,TOY-04,Unit I,Weaving,Full cleaning work,87
2026-06-24,2,TOY-12,Unit I,Weaving,Loom runout,28
2026-06-24,2,TSU-07,Unit I,Weaving,Bobbin shortage,38
2026-06-24,2,SUL-01,Unit I,Weaving,Traveller change work,22
2026-06-24,2,RF-02,Unit I,Spinning,Maintenance - scheduled,124
2026-06-24,2,RF-10,Unit I,Spinning,Traveller change work,19
2026-06-24,2,RF-11,Unit I,Spinning,Sort change work,90
2026-06-24,2,VTX-08,Unit I,Spinning,Full cleaning work,140
2026-06-24,2,VTX-11,Unit I,Spinning,Voltage fluctuation PBM,9
2026-06-24,2,AJ-03,Unit I,Spinning,Weft break PBM,41
2026-06-24,3,TOY-08,Unit I,Weaving,Bobbin shortage,77
2026-06-24,3,TOY-09,Unit I,Weaving,Sort change work,59
2026-06-24,3,TOY-14,Unit I,Weaving,Traveller change work,24
2026-06-24,3,TOY-15,Unit I,Weaving,Sort change work,76
2026-06-24,3,TSU-02,Unit I,Weaving,Weft break PBM,19
2026-06-24,3,TSU-05,Unit I,Weaving,Full cleaning work,150
2026-06-24,3,SUL-01,Unit I,Weaving,Bobbin shortage,48
2026-06-24,3,SUL-02,Unit I,Weaving,Bobbin shortage,79
2026-06-24,3,RF-04,Unit I,Spinning,Loom runout,22
2026-06-24,3,VTX-03,Unit I,Spinning,Maintenance - scheduled,144
2026-06-25,1,TOY-01,Unit I,Weaving,Bobbin shortage,65
2026-06-25,1,TOY-11,Unit I,Weaving,Full cleaning work,60
2026-06-25,1,TOY-12,Unit I,Weaving,Maintenance - scheduled,77
2026-06-25,1,SUL-03,Unit I,Weaving,Weft break PBM,34
2026-06-25,1,SUL-04,Unit I,Weaving,Bobbin shortage,117
2026-06-25,1,RF-11,Unit I,Spinning,Loom runout,49
2026-06-25,1,VTX-04,Unit I,Spinning,Full cleaning work,142
2026-06-25,1,VTX-06,Unit I,Spinning,Loom runout,24
2026-06-25,1,VTX-12,Unit I,Spinning,Traveller change work,29
2026-06-25,1,AJ-01,Unit I,Spinning,Voltage fluctuation PBM,11
2026-06-25,1,AJ-04,Unit I,Spinning,Voltage fluctuation PBM,7
2026-06-25,2,TOY-12,Unit I,Weaving,Traveller change work,16
2026-06-25,2,RF-11,Unit I,Spinning,Weft break PBM,34
2026-06-25,2,VTX-01,Unit I,Spinning,Traveller change work,27
2026-06-25,2,VTX-02,Unit I,Spinning,Loom runout,38
2026-06-25,2,VTX-06,Unit I,Spinning,Maintenance - scheduled,145
2026-06-25,2,VTX-07,Unit I,Spinning,Maintenance - scheduled,119
2026-06-25,2,VTX-11,Unit I,Spinning,Loom runout,45
2026-06-25,3,TOY-05,Unit I,Weaving,Full cleaning work,115
2026-06-25,3,TOY-08,Unit I,Weaving,Sort change work,34
2026-06-25,3,TSU-02,Unit I,Weaving,Traveller change work,12
2026-06-25,3,RF-12,Unit I,Spinning,Sort change work,59
2026-06-25,3,AJ-03,Unit I,Spinning,Weft break PBM,34
2026-06-25,3,AJ-05,Unit I,Spinning,Loom runout,60
2026-06-26,1,TOY-10,Unit I,Weaving,Bobbin shortage,34
2026-06-26,1,TSU-09,Unit I,Weaving,Sort change work,31
2026-06-26,1,SUL-01,Unit I,Weaving,Sort change work,59
2026-06-26,1,RF-02,Unit I,Spinning,Loom runout,27
2026-06-26,1,RF-05,Unit I,Spinning,Voltage fluctuation PBM,13
2026-06-26,1,RF-07,Unit I,Spinning,Maintenance - scheduled,168
2026-06-26,1,RF-12,Unit I,Spinning,Loom runout,51
2026-06-26,1,VTX-02,Unit I,Spinning,Bobbin shortage,78
2026-06-26,1,VTX-06,Unit I,Spinning,Voltage fluctuation PBM,5
2026-06-26,1,VTX-11,Unit I,Spinning,Full cleaning work,104
2026-06-26,2,SUL-01,Unit I,Weaving,Full cleaning work,87
2026-06-26,2,RF-11,Unit I,Spinning,Sort change work,68
2026-06-26,2,AJ-01,Unit I,Spinning,Weft break PBM,17
2026-06-26,3,TOY-03,Unit I,Weaving,Voltage fluctuation PBM,19
2026-06-26,3,TOY-06,Unit I,Weaving,Weft break PBM,19
2026-06-26,3,TOY-08,Unit I,Weaving,Traveller change work,21
2026-06-26,3,TOY-14,Unit I,Weaving,Full cleaning work,78
2026-06-26,3,TSU-04,Unit I,Weaving,Voltage fluctuation PBM,7
2026-06-26,3,RF-05,Unit I,Spinning,Maintenance - scheduled,172
2026-06-26,3,RF-06,Unit I,Spinning,Loom runout,35
2026-06-26,3,RF-07,Unit I,Spinning,Maintenance - scheduled,83
2026-06-26,3,RF-12,Unit I,Spinning,Loom runout,42
2026-06-26,3,VTX-05,Unit I,Spinning,Voltage fluctuation PBM,16
2026-06-26,3,VTX-06,Unit I,Spinning,Bobbin shortage,84
2026-06-26,3,AJ-01,Unit I,Spinning,Weft break PBM,35
2026-06-26,3,AJ-03,Unit I,Spinning,Loom runout,23
2026-06-27,1,TOY-02,Unit I,Weaving,Bobbin shortage,80
2026-06-27,1,TOY-06,Unit I,Weaving,Sort change work,62
2026-06-27,1,TOY-08,Unit I,Weaving,Loom runout,30
2026-06-27,1,TSU-03,Unit I,Weaving,Full cleaning work,117
2026-06-27,1,TSU-10,Unit I,Weaving,Bobbin shortage,58
2026-06-27,1,RF-11,Unit I,Spinning,Full cleaning work,138
2026-06-27,1,VTX-05,Unit I,Spinning,Weft break PBM,30
2026-06-27,1,AJ-02,Unit I,Spinning,Voltage fluctuation PBM,5
2026-06-27,2,TOY-03,Unit I,Weaving,Sort change work,52
2026-06-27,2,TOY-05,Unit I,Weaving,Voltage fluctuation PBM,9
2026-06-27,2,TOY-07,Unit I,Weaving,Full cleaning work,91
2026-06-27,2,TSU-05,Unit I,Weaving,Bobbin shortage,41
2026-06-27,2,TSU-10,Unit I,Weaving,Maintenance - scheduled,167
2026-06-27,2,SUL-05,Unit I,Weaving,Traveller change work,26
2026-06-27,2,RF-11,Unit I,Spinning,Loom runout,20
2026-06-27,2,VTX-04,Unit I,Spinning,Weft break PBM,41
2026-06-27,3,TOY-05,Unit I,Weaving,Maintenance - scheduled,107
2026-06-27,3,TOY-13,Unit I,Weaving,Sort change work,52
2026-06-27,3,SUL-01,Unit I,Weaving,Sort change work,44
2026-06-27,3,SUL-04,Unit I,Weaving,Sort change work,76
2026-06-27,3,RF-02,Unit I,Spinning,Loom runout,48
2026-06-28,1,TOY-01,Unit I,Weaving,Sort change work,73
2026-06-28,1,TOY-07,Unit I,Weaving,Loom runout,28
2026-06-28,1,TOY-08,Unit I,Weaving,Traveller change work,11
2026-06-28,1,TOY-09,Unit I,Weaving,Voltage fluctuation PBM,13
2026-06-28,1,TOY-10,Unit I,Weaving,Sort change work,48
2026-06-28,1,TOY-15,Unit I,Weaving,Bobbin shortage,63
2026-06-28,1,TSU-04,Unit I,Weaving,Weft break PBM,26
2026-06-28,1,SUL-01,Unit I,Weaving,Traveller change work,27
2026-06-28,1,RF-06,Unit I,Spinning,Traveller change work,12
2026-06-28,1,VTX-02,Unit I,Spinning,Traveller change work,11
2026-06-28,1,VTX-03,Unit I,Spinning,Sort change work,58
2026-06-28,1,VTX-05,Unit I,Spinning,Full cleaning work,137
2026-06-28,1,VTX-12,Unit I,Spinning,Voltage fluctuation PBM,11
2026-06-28,2,TOY-02,Unit I,Weaving,Traveller change work,26
2026-06-28,2,TSU-02,Unit I,Weaving,Full cleaning work,63
2026-06-28,2,SUL-03,Unit I,Weaving,Voltage fluctuation PBM,7
2026-06-28,2,RF-04,Unit I,Spinning,Voltage fluctuation PBM,15
2026-06-28,2,RF-08,Unit I,Spinning,Weft break PBM,29
2026-06-28,2,RF-09,Unit I,Spinning,Full cleaning work,121
2026-06-28,2,VTX-02,Unit I,Spinning,Full cleaning work,68
2026-06-28,2,VTX-06,Unit I,Spinning,Maintenance - scheduled,76
2026-06-28,3,TOY-04,Unit I,Weaving,Traveller change work,21
2026-06-28,3,TSU-04,Unit I,Weaving,Traveller change work,28
2026-06-28,3,RF-11,Unit I,Spinning,Bobbin shortage,83
2026-06-28,3,VTX-12,Unit I,Spinning,Weft break PBM,41
2026-06-29,1,TOY-05,Unit I,Weaving,Weft break PBM,17
2026-06-29,1,TOY-11,Unit I,Weaving,Full cleaning work,146
2026-06-29,1,TSU-03,Unit I,Weaving,Traveller change work,23
2026-06-29,1,SUL-03,Unit I,Weaving,Traveller change work,19
2026-06-29,1,RF-02,Unit I,Spinning,Bobbin shortage,93
2026-06-29,1,RF-07,Unit I,Spinning,Full cleaning work,70
2026-06-29,1,RF-10,Unit I,Spinning,Sort change work,62
2026-06-29,1,RF-11,Unit I,Spinning,Maintenance - scheduled,140
2026-06-29,1,VTX-02,Unit I,Spinning,Full cleaning work,64
2026-06-29,1,VTX-06,Unit I,Spinning,Weft break PBM,45
2026-06-29,1,VTX-08,Unit I,Spinning,Sort change work,67
2026-06-29,2,TOY-11,Unit I,Weaving,Voltage fluctuation PBM,18
2026-06-29,2,TSU-07,Unit I,Weaving,Maintenance - scheduled,112
2026-06-29,2,TSU-09,Unit I,Weaving,Full cleaning work,76
2026-06-29,2,SUL-01,Unit I,Weaving,Full cleaning work,105
2026-06-29,2,SUL-02,Unit I,Weaving,Traveller change work,21
2026-06-29,2,RF-03,Unit I,Spinning,Weft break PBM,39
2026-06-29,2,RF-05,Unit I,Spinning,Bobbin shortage,92
2026-06-29,2,RF-06,Unit I,Spinning,Voltage fluctuation PBM,14
2026-06-29,2,RF-07,Unit I,Spinning,Traveller change work,11
2026-06-29,2,VTX-03,Unit I,Spinning,Loom runout,52
2026-06-29,2,VTX-07,Unit I,Spinning,Sort change work,36
2026-06-29,2,AJ-03,Unit I,Spinning,Voltage fluctuation PBM,19
2026-06-29,3,TOY-05,Unit I,Weaving,Maintenance - scheduled,153
2026-06-29,3,TOY-08,Unit I,Weaving,Full cleaning work,121
2026-06-29,3,TOY-12,Unit I,Weaving,Bobbin shortage,108
2026-06-29,3,TSU-02,Unit I,Weaving,Traveller change work,27
2026-06-29,3,TSU-06,Unit I,Weaving,Loom runout,44
2026-06-29,3,SUL-02,Unit I,Weaving,Voltage fluctuation PBM,13
2026-06-29,3,RF-11,Unit I,Spinning,Sort change work,39
2026-06-29,3,VTX-02,Unit I,Spinning,Traveller change work,16
2026-06-29,3,VTX-06,Unit I,Spinning,Maintenance - scheduled,136
2026-06-30,1,TOY-03,Unit I,Weaving,Sort change work,36
2026-06-30,1,SUL-05,Unit I,Weaving,Voltage fluctuation PBM,15
2026-06-30,1,RF-03,Unit I,Spinning,Voltage fluctuation PBM,6
2026-06-30,1,RF-10,Unit I,Spinning,Weft break PBM,42
2026-06-30,1,VTX-07,Unit I,Spinning,Full cleaning work,63
2026-06-30,1,AJ-01,Unit I,Spinning,Loom runout,23
2026-06-30,2,TOY-07,Unit I,Weaving,Sort change work,76
2026-06-30,2,TOY-14,Unit I,Weaving,Loom runout,31
2026-06-30,2,TSU-09,Unit I,Weaving,Full cleaning work,134
2026-06-30,2,VTX-06,Unit I,Spinning,Full cleaning work,61
2026-06-30,3,TOY-08,Unit I,Weaving,Voltage fluctuation PBM,11
2026-06-30,3,TOY-10,Unit I,Weaving,Loom runout,39
2026-06-30,3,SUL-03,Unit I,Weaving,Bobbin shortage,39
2026-06-30,3,RF-11,Unit I,Spinning,Loom runout,42
2026-06-30,3,VTX-01,Unit I,Spinning,Bobbin shortage,31
2026-06-30,3,VTX-06,Unit I,Spinning,Bobbin shortage,84
2026-07-01,1,TOY-03,Unit I,Weaving,Weft break PBM,25
2026-07-01,1,TOY-06,Unit I,Weaving,Maintenance - scheduled,118
2026-07-01,1,TOY-08,Unit I,Weaving,Voltage fluctuation PBM,5
2026-07-01,1,TOY-11,Unit I,Weaving,Weft break PBM,32
2026-07-01,1,TSU-07,Unit I,Weaving,Voltage fluctuation PBM,7
2026-07-01,1,SUL-04,Unit I,Weaving,Bobbin shortage,53
2026-07-01,1,SUL-05,Unit I,Weaving,Traveller change work,10
2026-07-01,1,RF-05,Unit I,Spinning,Traveller change work,10
2026-07-01,1,VTX-06,Unit I,Spinning,Maintenance - scheduled,79
2026-07-01,1,AJ-01,Unit I,Spinning,Loom runout,60
2026-07-01,1,AJ-04,Unit I,Spinning,Full cleaning work,98
2026-07-01,2,TOY-02,Unit I,Weaving,Sort change work,69
2026-07-01,2,TOY-08,Unit I,Weaving,Sort change work,79
2026-07-01,2,RF-01,Unit I,Spinning,Weft break PBM,21
2026-07-01,2,VTX-04,Unit I,Spinning,Weft break PBM,36
2026-07-01,2,VTX-09,Unit I,Spinning,Bobbin shortage,63
2026-07-01,3,TOY-01,Unit I,Weaving,Bobbin shortage,35
2026-07-01,3,TOY-05,Unit I,Weaving,Sort change work,53
2026-07-01,3,TSU-05,Unit I,Weaving,Traveller change work,28
2026-07-01,3,TSU-06,Unit I,Weaving,Full cleaning work,125
2026-07-01,3,SUL-03,Unit I,Weaving,Traveller change work,19
2026-07-01,3,RF-03,Unit I,Spinning,Traveller change work,16
2026-07-01,3,RF-05,Unit I,Spinning,Loom runout,41
2026-07-01,3,RF-11,Unit I,Spinning,Weft break PBM,29
2026-07-01,3,VTX-06,Unit I,Spinning,Maintenance - scheduled,82
2026-07-01,3,VTX-07,Unit I,Spinning,Voltage fluctuation PBM,13
2026-07-01,3,VTX-08,Unit I,Spinning,Traveller change work,12
2026-07-01,3,AJ-04,Unit I,Spinning,Weft break PBM,25
2026-07-02,1,TOY-01,Unit I,Weaving,Maintenance - scheduled,74
2026-07-02,1,TOY-02,Unit I,Weaving,Traveller change work,29
2026-07-02,1,TOY-03,Unit I,Weaving,Bobbin shortage,44
2026-07-02,1,RF-02,Unit I,Spinning,Bobbin shortage,75
2026-07-02,1,RF-12,Unit I,Spinning,Bobbin shortage,78
2026-07-02,1,VTX-07,Unit I,Spinning,Traveller change work,15
2026-07-02,1,AJ-01,Unit I,Spinning,Bobbin shortage,118
2026-07-02,2,TOY-08,Unit I,Weaving,Voltage fluctuation PBM,14
2026-07-02,2,TSU-03,Unit I,Weaving,Full cleaning work,62
2026-07-02,2,TSU-04,Unit I,Weaving,Full cleaning work,128
2026-07-02,2,TSU-08,Unit I,Weaving,Maintenance - scheduled,138
2026-07-02,2,SUL-02,Unit I,Weaving,Full cleaning work,118
2026-07-02,2,VTX-05,Unit I,Spinning,Weft break PBM,39
2026-07-02,2,VTX-06,Unit I,Spinning,Full cleaning work,68
2026-07-02,3,TOY-04,Unit I,Weaving,Maintenance - scheduled,111
2026-07-02,3,TOY-12,Unit I,Weaving,Bobbin shortage,83
2026-07-02,3,TOY-13,Unit I,Weaving,Full cleaning work,99
2026-07-02,3,TSU-06,Unit I,Weaving,Traveller change work,19
2026-07-02,3,SUL-03,Unit I,Weaving,Weft break PBM,25
2026-07-02,3,SUL-04,Unit I,Weaving,Sort change work,88
2026-07-02,3,RF-02,Unit I,Spinning,Full cleaning work,88
2026-07-02,3,RF-03,Unit I,Spinning,Loom runout,27
