date,shift,machine_id,unit,fabric_style,revenue
2026-06-23,2,SUL-02,Unit I,Liveaco Compact,524.49
2026-06-23,2,SUL-03,Unit I,VSF Export,583.21
2026-06-23,2,SUL-04,Unit I,VSF Export,700.44
2026-06-23,2,SUL-05,Unit I,VSF Export,640.86
2026-06-23,3,TOY-01,Unit I,VSF Export,4991.74
2026-06-23,3,TOY-02,Unit I,Liveaco Compact,3612.19
2026-06-23,3,TOY-03,Unit I,Liveaco Compact,3966.33
2026-06-23,3,TOY-04,Unit I,Excel Slub,3933.92
2026-06-23,3,TOY-05,Unit I,Excel Slub,4478.95
2026-06-23,3,TOY-06,Unit I,Liveaco Compact,4349.89
2026-06-23,3,TOY-07,Unit I,Liveaco Compact,4191.31
2026-06-23,3,TOY-08,Unit I,Excel Slub,3327.49
2026-06-23,3,TOY-09,Unit I,Excel Slub,4552.25
2026-06-23,3,TOY-10,Unit I,VSF Export,4785.8
2026-06-23,3,TOY-11,Unit I,Liveaco Compact,3385.8
2026-06-23,3,TOY-12,Unit I,VSF Export,5528.08
2026-06-23,3,TOY-13,Unit I,VSF Export,4388.17
2026-06-23,3,TOY-14,Unit I,Excel Slub,4222.89
2026-06-23,3,TOY-15,Unit I,VSF Export,4793.11
2026-06-23,3,TSU-01,Unit I,Liveaco Compact,2770.01
2026-06-23,3,TSU-02,Unit I,Excel Slub,3345.39
2026-06-23,3,TSU-03,Unit I,VSF Export,3297.9
2026-06-23,3,TSU-04,Unit I,VSF Export,3408.71
2026-06-23,3,TSU-05,Unit I,VSF Export,3465.23
2026-06-23,3,TSU-06,Unit I,Excel Slub,2980.57
2026-06-23,3,TSU-07,Unit I,Liveaco Compact,2247.67
2026-06-23,3,TSU-08,Unit I,Liveaco Compact,2702.32
2026-06-23,3,TSU-09,Unit I,Liveaco Compact,2975.67
2026-06-23,3,TSU-10,Unit I,Excel Slub,3024.34
2026-06-23,3,SUL-01,Unit I,Liveaco Compact,492.55
2026-06-23,3,SUL-02,Unit I,Excel Slub,565.45
2026-06-23,3,SUL-03,Unit I,Excel Slub,539.49
2026-06-23,3,SUL-04,Unit I,Excel Slub,608.79
2026-06-23,3,SUL-05,Unit I,VSF Export,695.7
2026-06-24,1,TOY-01,Unit I,Liveaco Compact,3704.75
2026-06-24,1,TOY-02,Unit I,VSF Export,3583.78
2026-06-24,1,TOY-03,Unit I,VSF Export,4924.93
2026-06-24,1,TOY-04,Unit I,Liveaco Compact,4298.83
2026-06-24,1,TOY-05,Unit I,Excel Slub,4329.82
2026-06-24,1,TOY-06,Unit I,Liveaco Compact,3842.29
2026-06-24,1,TOY-07,Unit I,Liveaco Compact,3544.13
2026-06-24,1,TOY-08,Unit I,Excel Slub,3569.01
2026-06-24,1,TOY-09,Unit I,Liveaco Compact,3713.9
2026-06-24,1,TOY-10,Unit I,Excel Slub,4826.74
2026-06-24,1,TOY-11,Unit I,Liveaco Compact,3849.4
2026-06-24,1,TOY-12,Unit I,Liveaco Compact,4633.62
2026-06-24,1,TOY-13,Unit I,Liveaco Compact,3383.63
2026-06-24,1,TOY-14,Unit I,Liveaco Compact,4006.01
2026-06-24,1,TOY-15,Unit I,Liveaco Compact,3634.8
2026-06-24,1,TSU-01,Unit I,VSF Export,3358.99
2026-06-24,1,TSU-02,Unit I,Excel Slub,2851.04
2026-06-24,1,TSU-03,Unit I,Liveaco Compact,3208.19
2026-06-24,1,TSU-04,Unit I,Excel Slub,3270.32
2026-06-24,1,TSU-05,Unit I,Liveaco Compact,2455.67
2026-06-24,1,TSU-06,Unit I,Liveaco Compact,3148.09
2026-06-24,1,TSU-07,Unit I,Liveaco Compact,2945.31
2026-06-24,1,TSU-08,Unit I,Liveaco Compact,2855.43
2026-06-24,1,TSU-09,Unit I,Liveaco Compact,2751.06
2026-06-24,1,TSU-10,Unit I,Excel Slub,2680.69
2026-06-24,1,SUL-01,Unit I,Excel Slub,599.09
2026-06-24,1,SUL-02,Unit I,VSF Export,635.74
2026-06-24,1,SUL-03,Unit I,VSF Export,640.31
2026-06-24,1,SUL-04,Unit I,Liveaco Compact,487.45
2026-06-24,1,SUL-05,Unit I,VSF Export,527.48
2026-06-24,2,TOY-01,Unit I,VSF Export,4446.28
2026-06-24,2,TOY-02,Unit I,Liveaco Compact,3493.58
2026-06-24,2,TOY-03,Unit I,Excel Slub,4368.54
2026-06-24,2,TOY-04,Unit I,Liveaco Compact,4272.59
2026-06-24,2,TOY-05,Unit I,Excel Slub,4345.32
2026-06-24,2,TOY-06,Unit I,Liveaco Compact,3889.13
2026-06-24,2,TOY-07,Unit I,Excel Slub,4568.43
2026-06-24,2,TOY-08,Unit I,Excel Slub,3592.28
2026-06-24,2,TOY-09,Unit I,Liveaco Compact,4480.86
2026-06-24,2,TOY-10,Unit I,VSF Export,4821.47
2026-06-24,2,TOY-11,Unit I,Excel Slub,4653.67
2026-06-24,2,TOY-12,Unit I,VSF Export,5460.68
2026-06-24,2,TOY-13,Unit I,VSF Export,5519.43
2026-06-24,2,TOY-14,Unit I,Excel Slub,4228.23
2026-06-24,2,TOY-15,Unit I,Excel Slub,3730.99
2026-06-24,2,TSU-01,Unit I,Liveaco Compact,2334.14
2026-06-24,2,TSU-02,Unit I,Excel Slub,3147.3
2026-06-24,2,TSU-03,Unit I,Excel Slub,2860.32
2026-06-24,2,TSU-04,Unit I,Liveaco Compact,2959.85
2026-06-24,2,TSU-05,Unit I,VSF Export,3792.82
2026-06-24,2,TSU-06,Unit I,Liveaco Compact,2885.44
2026-06-24,2,TSU-07,Unit I,Liveaco Compact,2921.89
2026-06-24,2,TSU-08,Unit I,VSF Export,3635.22
2026-06-24,2,TSU-09,Unit I,Liveaco Compact,2817.05
2026-06-24,2,TSU-10,Unit I,Excel Slub,3517.12
2026-06-24,2,SUL-01,Unit I,Liveaco Compact,520.47
2026-06-24,2,SUL-02,Unit I,Excel Slub,528.83
2026-06-24,2,SUL-03,Unit I,Liveaco Compact,501.19
2026-06-24,2,SUL-04,Unit I,VSF Export,567.31
2026-06-24,2,SUL-05,Unit I,Excel Slub,561.8
2026-06-24,3,TOY-01,Unit I,Liveaco Compact,4451.82
2026-06-24,3,TOY-02,Unit I,VSF Export,3837.35
2026-06-24,3,TOY-03,Unit I,Liveaco Compact,4507.04
2026-06-24,3,TOY-04,Unit I,VSF Export,5347.89
2026-06-24,3,TOY-05,Unit I,Liveaco Compact,3361.51
2026-06-24,3,TOY-06,Unit I,VSF Export,4438.3
2026-06-24,3,TOY-07,Unit I,Liveaco Compact,3701.28
2026-06-24,3,TOY-08,Unit I,Excel Slub,4208.22
2026-06-24,3,TOY-09,Unit I,Excel Slub,4323.64
2026-06-24,3,TOY-10,Unit I,VSF Export,4156.34
2026-06-24,3,TOY-11,Unit I,VSF Export,4874.01
2026-06-24,3,TOY-12,Unit I,Excel Slub,4774.03
2026-06-24,3,TOY-13,Unit I,Excel Slub,3818.13
2026-06-24,3,TOY-14,Unit I,VSF Export,5132.1
2026-06-24,3,TOY-15,Unit I,Excel Slub,4292.72
2026-06-24,3,TSU-01,Unit I,Excel Slub,2841.05
2026-06-24,3,TSU-02,Unit I,Excel Slub,3122.76
2026-06-24,3,TSU-03,Unit I,VSF Export,3578.72
2026-06-24,3,TSU-04,Unit I,Excel Slub,2841.71
2026-06-24,3,TSU-05,Unit I,Excel Slub,2751.33
2026-06-24,3,TSU-06,Unit I,VSF Export,3469.68
2026-06-24,3,TSU-07,Unit I,Liveaco Compact,2689.63
2026-06-24,3,TSU-08,Unit I,Excel Slub,3002.8
2026-06-24,3,TSU-09,Unit I,VSF Export,3294.88
2026-06-24,3,TSU-10,Unit I,Excel Slub,2788.5
2026-06-24,3,SUL-01,Unit I,Excel Slub,598.33
2026-06-24,3,SUL-02,Unit I,Excel Slub,550.95
2026-06-24,3,SUL-03,Unit I,VSF Export,633.06
2026-06-24,3,SUL-04,Unit I,Excel Slub,536.41
2026-06-24,3,SUL-05,Unit I,Excel Slub,516.06
2026-06-25,1,TOY-01,Unit I,Excel Slub,4174.58
2026-06-25,1,TOY-02,Unit I,Excel Slub,3819.54
2026-06-25,1,TOY-03,Unit I,Liveaco Compact,4231.15
2026-06-25,1,TOY-04,Unit I,Liveaco Compact,4210.89
2026-06-25,1,TOY-05,Unit I,Excel Slub,4751.81
2026-06-25,1,TOY-06,Unit I,Excel Slub,4079.85
2026-06-25,1,TOY-07,Unit I,VSF Export,5042.15
2026-06-25,1,TOY-08,Unit I,Excel Slub,3790.99
2026-06-25,1,TOY-09,Unit I,Liveaco Compact,3923.01
2026-06-25,1,TOY-10,Unit I,VSF Export,4915.66
2026-06-25,1,TOY-11,Unit I,Excel Slub,4846.42
2026-06-25,1,TOY-12,Unit I,Excel Slub,3852.81
2026-06-25,1,TOY-13,Unit I,Excel Slub,4473.31
2026-06-25,1,TOY-14,Unit I,VSF Export,5332.53
2026-06-25,1,TOY-15,Unit I,Excel Slub,4342.72
2026-06-25,1,TSU-01,Unit I,VSF Export,3123.5
2026-06-25,1,TSU-02,Unit I,VSF Export,3165.84
2026-06-25,1,TSU-03,Unit I,VSF Export,3835.06
2026-06-25,1,TSU-04,Unit I,VSF Export,3198.71
2026-06-25,1,TSU-05,Unit I,Liveaco Compact,2695.51
2026-06-25,1,TSU-06,Unit I,Excel Slub,2679.33
2026-06-25,1,TSU-07,Unit I,Excel Slub,2941.78
2026-06-25,1,TSU-08,Unit I,Liveaco Compact,2605.42
2026-06-25,1,TSU-09,Unit I,VSF Export,3086.31
2026-06-25,1,TSU-10,Unit I,Liveaco Compact,2604.12
2026-06-25,1,SUL-01,Unit I,Liveaco Compact,505.92
2026-06-25,1,SUL-02,Unit I,Liveaco Compact,418.53
2026-06-25,1,SUL-03,Unit I,Excel Slub,548.83
2026-06-25,1,SUL-04,Unit I,Liveaco Compact,497.16
2026-06-25,1,SUL-05,Unit I,VSF Export,584.38
2026-06-25,2,TOY-01,Unit I,VSF Export,5638.1
2026-06-25,2,TOY-02,Unit I,Excel Slub,3459.83
2026-06-25,2,TOY-03,Unit I,Excel Slub,4739.19
2026-06-25,2,TOY-04,Unit I,Liveaco Compact,4091.45
2026-06-25,2,TOY-05,Unit I,Liveaco Compact,3873.87
2026-06-25,2,TOY-06,Unit I,VSF Export,5253.59
2026-06-25,2,TOY-07,Unit I,VSF Export,5051.05
2026-06-25,2,TOY-08,Unit I,Excel Slub,3205.86
2026-06-25,2,TOY-09,Unit I,Liveaco Compact,4370.81
2026-06-25,2,TOY-10,Unit I,Liveaco Compact,3579.28
2026-06-25,2,TOY-11,Unit I,Excel Slub,5024.93
2026-06-25,2,TOY-12,Unit I,VSF Export,5141.52
2026-06-25,2,TOY-13,Unit I,Excel Slub,4783.16
2026-06-25,2,TOY-14,Unit I,VSF Export,5049.8
2026-06-25,2,TOY-15,Unit I,Liveaco Compact,4015.97
2026-06-25,2,TSU-01,Unit I,Liveaco Compact,2887.03
2026-06-25,2,TSU-02,Unit I,Liveaco Compact,2416.66
2026-06-25,2,TSU-03,Unit I,VSF Export,3208.95
2026-06-25,2,TSU-04,Unit I,VSF Export,3676.95
2026-06-25,2,TSU-05,Unit I,VSF Export,3397.39
2026-06-25,2,TSU-06,Unit I,Excel Slub,2979.52
2026-06-25,2,TSU-07,Unit I,VSF Export,3864.62
2026-06-25,2,TSU-08,Unit I,Excel Slub,2998.17
2026-06-25,2,TSU-09,Unit I,Excel Slub,3449.12
2026-06-25,2,TSU-10,Unit I,Liveaco Compact,2690.58
2026-06-25,2,SUL-01,Unit I,Excel Slub,536.41
2026-06-25,2,SUL-02,Unit I,Liveaco Compact,562.9
2026-06-25,2,SUL-03,Unit I,Liveaco Compact,535.98
2026-06-25,2,SUL-04,Unit I,Excel Slub,582.79
2026-06-25,2,SUL-05,Unit I,Liveaco Compact,496.59
2026-06-25,3,TOY-01,Unit I,Liveaco Compact,3662.59
2026-06-25,3,TOY-02,Unit I,VSF Export,3790.37
2026-06-25,3,TOY-03,Unit I,VSF Export,4498.91
2026-06-25,3,TOY-04,Unit I,VSF Export,5280.2
2026-06-25,3,TOY-05,Unit I,Liveaco Compact,3494.86
2026-06-25,3,TOY-06,Unit I,Excel Slub,4694.43
2026-06-25,3,TOY-07,Unit I,Liveaco Compact,3656.38
2026-06-25,3,TOY-08,Unit I,Liveaco Compact,3316.08
2026-06-25,3,TOY-09,Unit I,VSF Export,5155.74
2026-06-25,3,TOY-10,Unit I,Excel Slub,4738.21
2026-06-25,3,TOY-11,Unit I,Excel Slub,3562.65
2026-06-25,3,TOY-12,Unit I,Liveaco Compact,4694.78
2026-06-25,3,TOY-13,Unit I,Excel Slub,4365.34
2026-06-25,3,TOY-14,Unit I,Liveaco Compact,3942.66
2026-06-25,3,TOY-15,Unit I,VSF Export,4925.33
2026-06-25,3,TSU-01,Unit I,VSF Export,3375.15
2026-06-25,3,TSU-02,Unit I,VSF Export,3410.61
2026-06-25,3,TSU-03,Unit I,Liveaco Compact,2944.35
2026-06-25,3,TSU-04,Unit I,VSF Export,3471.34
2026-06-25,3,TSU-05,Unit I,Liveaco Compact,2493.01
2026-06-25,3,TSU-06,Unit I,Excel Slub,2952.7
2026-06-25,3,TSU-07,Unit I,VSF Export,3102.8
2026-06-25,3,TSU-08,Unit I,Excel Slub,3388.64
2026-06-25,3,TSU-09,Unit I,Excel Slub,3242.74
2026-06-25,3,TSU-10,Unit I,VSF Export,3229.83
2026-06-25,3,SUL-01,Unit I,Excel Slub,565.94
2026-06-25,3,SUL-02,Unit I,Excel Slub,572.04
2026-06-25,3,SUL-03,Unit I,Excel Slub,584.49
2026-06-25,3,SUL-04,Unit I,VSF Export,701.22
2026-06-25,3,SUL-05,Unit I,Liveaco Compact,425.82
2026-06-26,1,TOY-01,Unit I,VSF Export,4937.01
2026-06-26,1,TOY-02,Unit I,Liveaco Compact,3229.13
2026-06-26,1,TOY-03,Unit I,VSF Export,4615.08
2026-06-26,1,TOY-04,Unit I,Liveaco Compact,4473.54
2026-06-26,1,TOY-05,Unit I,Liveaco Compact,3908.75
2026-06-26,1,TOY-06,Unit I,VSF Export,4738.92
2026-06-26,1,TOY-07,Unit I,Liveaco Compact,3805.73
2026-06-26,1,TOY-08,Unit I,Liveaco Compact,3657.98
2026-06-26,1,TOY-09,Unit I,Liveaco Compact,4098.28
2026-06-26,1,TOY-10,Unit I,Excel Slub,3895.3
2026-06-26,1,TOY-11,Unit I,VSF Export,5457.08
2026-06-26,1,TOY-12,Unit I,Liveaco Compact,4013.38
2026-06-26,1,TOY-13,Unit I,Liveaco Compact,3815.43
2026-06-26,1,TOY-14,Unit I,Excel Slub,4453.89
2026-06-26,1,TOY-15,Unit I,Excel Slub,4822.89
2026-06-26,1,TSU-01,Unit I,Excel Slub,3094.88
2026-06-26,1,TSU-02,Unit I,VSF Export,3234.29
2026-06-26,1,TSU-03,Unit I,VSF Export,3278.72
2026-06-26,1,TSU-04,Unit I,VSF Export,3755.77
2026-06-26,1,TSU-05,Unit I,VSF Export,3118.54
2026-06-26,1,TSU-06,Unit I,VSF Export,3556.28
2026-06-26,1,TSU-07,Unit I,Excel Slub,3184.29
2026-06-26,1,TSU-08,Unit I,Excel Slub,2787.49
2026-06-26,1,TSU-09,Unit I,VSF Export,3651.97
2026-06-26,1,TSU-10,Unit I,Excel Slub,3271.31
2026-06-26,1,SUL-01,Unit I,VSF Export,615.29
2026-06-26,1,SUL-02,Unit I,Excel Slub,553.23
2026-06-26,1,SUL-03,Unit I,Excel Slub,584.61
2026-06-26,1,SUL-04,Unit I,Liveaco Compact,543.68
2026-06-26,1,SUL-05,Unit I,Liveaco Compact,490.01
2026-06-26,2,TOY-01,Unit I,Excel Slub,4456.08
2026-06-26,2,TOY-02,Unit I,Excel Slub,3081.56
2026-06-26,2,TOY-03,Unit I,Excel Slub,4103.96
2026-06-26,2,TOY-04,Unit I,Excel Slub,4492.94
2026-06-26,2,TOY-05,Unit I,Liveaco Compact,4077.72
2026-06-26,2,TOY-06,Unit I,Excel Slub,4298.18
2026-06-26,2,TOY-07,Unit I,Liveaco Compact,4139.25
2026-06-26,2,TOY-08,Unit I,Liveaco Compact,3153.59
2026-06-26,2,TOY-09,Unit I,Excel Slub,4079.97
2026-06-26,2,TOY-10,Unit I,VSF Export,4616.69
2026-06-26,2,TOY-11,Unit I,VSF Export,5473.71
2026-06-26,2,TOY-12,Unit I,Excel Slub,4939.92
2026-06-26,2,TOY-13,Unit I,Liveaco Compact,3856.71
2026-06-26,2,TOY-14,Unit I,VSF Export,5465.36
2026-06-26,2,TOY-15,Unit I,VSF Export,4038.43
2026-06-26,2,TSU-01,Unit I,Excel Slub,2909.66
2026-06-26,2,TSU-02,Unit I,VSF Export,3454.59
2026-06-26,2,TSU-03,Unit I,Excel Slub,3106.23
2026-06-26,2,TSU-04,Unit I,Liveaco Compact,2479.45
2026-06-26,2,TSU-05,Unit I,VSF Export,3808.9
2026-06-26,2,TSU-06,Unit I,Liveaco Compact,2527.36
2026-06-26,2,TSU-07,Unit I,Liveaco Compact,2837.09
2026-06-26,2,TSU-08,Unit I,Excel Slub,2903.54
2026-06-26,2,TSU-09,Unit I,Liveaco Compact,2657.8
2026-06-26,2,TSU-10,Unit I,Excel Slub,3054.74
2026-06-26,2,SUL-01,Unit I,Liveaco Compact,512.72
2026-06-26,2,SUL-02,Unit I,Excel Slub,523.23
2026-06-26,2,SUL-03,Unit I,VSF Export,610.7
2026-06-26,2,SUL-04,Unit I,VSF Export,569.93
2026-06-26,2,SUL-05,Unit I,VSF Export,535.36
2026-06-26,3,TOY-01,Unit I,Liveaco Compact,3874.47
2026-06-26,3,TOY-02,Unit I,Liveaco Compact,3426.5
2026-06-26,3,TOY-03,Unit I,Liveaco Compact,4500.48
2026-06-26,3,TOY-04,Unit I,Excel Slub,4711.07
2026-06-26,3,TOY-05,Unit I,Excel Slub,4002.7
2026-06-26,3,TOY-06,Unit I,Excel Slub,4974.84
2026-06-26,3,TOY-07,Unit I,VSF Export,4824.49
2026-06-26,3,TOY-08,Unit I,VSF Export,4858.13
2026-06-26,3,TOY-09,Unit I,Excel Slub,4405.45
2026-06-26,3,TOY-10,Unit I,Excel Slub,4216.75
2026-06-26,3,TOY-11,Unit I,Liveaco Compact,3741.83
2026-06-26,3,TOY-12,Unit I,Liveaco Compact,3877.5
2026-06-26,3,TOY-13,Unit I,Excel Slub,4434.72
2026-06-26,3,TOY-14,Unit I,VSF Export,5048.93
2026-06-26,3,TOY-15,Unit I,Liveaco Compact,4272.87
2026-06-26,3,TSU-01,Unit I,VSF Export,3341.38
2026-06-26,3,TSU-02,Unit I,VSF Export,3530.84
2026-06-26,3,TSU-03,Unit I,VSF Export,3216.12
2026-06-26,3,TSU-04,Unit I,Liveaco Compact,3004.76
2026-06-26,3,TSU-05,Unit I,VSF Export,3354.37
2026-06-26,3,TSU-06,Unit I,VSF Export,3167.4
2026-06-26,3,TSU-07,Unit I,Excel Slub,3007.73
2026-06-26,3,TSU-08,Unit I,Liveaco Compact,2911.09
2026-06-26,3,TSU-09,Unit I,Excel Slub,3098.99
2026-06-26,3,TSU-10,Unit I,VSF Export,3207.63
2026-06-26,3,SUL-01,Unit I,Liveaco Compact,556.89
2026-06-26,3,SUL-02,Unit I,VSF Export,567.27
2026-06-26,3,SUL-03,Unit I,Liveaco Compact,480.58
2026-06-26,3,SUL-04,Unit I,VSF Export,607.39
2026-06-26,3,SUL-05,Unit I,Excel Slub,525.31
2026-06-27,1,TOY-01,Unit I,VSF Export,4792.43
2026-06-27,1,TOY-02,Unit I,Liveaco Compact,3343.4
2026-06-27,1,TOY-03,Unit I,VSF Export,4447.08
2026-06-27,1,TOY-04,Unit I,Excel Slub,4239.63
2026-06-27,1,TOY-05,Unit I,VSF Export,4651.62
2026-06-27,1,TOY-06,Unit I,VSF Export,5198.75
2026-06-27,1,TOY-07,Unit I,VSF Export,4858.18
2026-06-27,1,TOY-08,Unit I,Excel Slub,3327.64
2026-06-27,1,TOY-09,Unit I,Excel Slub,4595.62
2026-06-27,1,TOY-10,Unit I,Excel Slub,3705.48
2026-06-27,1,TOY-11,Unit I,Excel Slub,4358.25
2026-06-27,1,TOY-12,Unit I,Excel Slub,4393.77
2026-06-27,1,TOY-13,Unit I,VSF Export,4466.8
2026-06-27,1,TOY-14,Unit I,Liveaco Compact,3701.56
2026-06-27,1,TOY-15,Unit I,VSF Export,5395.54
2026-06-27,1,TSU-01,Unit I,Excel Slub,2619.19
2026-06-27,1,TSU-02,Unit I,Excel Slub,3229.46
2026-06-27,1,TSU-03,Unit I,Liveaco Compact,2937.42
2026-06-27,1,TSU-04,Unit I,Liveaco Compact,2843.99
2026-06-27,1,TSU-05,Unit I,Liveaco Compact,2681.06
2026-06-27,1,TSU-06,Unit I,VSF Export,3151.75
2026-06-27,1,TSU-07,Unit I,VSF Export,3812.78
2026-06-27,1,TSU-08,Unit I,VSF Export,3473.18
2026-06-27,1,TSU-09,Unit I,VSF Export,3764.32
2026-06-27,1,TSU-10,Unit I,VSF Export,3625.83
2026-06-27,1,SUL-01,Unit I,Excel Slub,503.08
2026-06-27,1,SUL-02,Unit I,Liveaco Compact,519.57
2026-06-27,1,SUL-03,Unit I,Excel Slub,611.16
2026-06-27,1,SUL-04,Unit I,Excel Slub,553.69
2026-06-27,1,SUL-05,Unit I,VSF Export,603.45
2026-06-27,2,TOY-01,Unit I,Liveaco Compact,3864.64
2026-06-27,2,TOY-02,Unit I,VSF Export,4176.48
2026-06-27,2,TOY-03,Unit I,Liveaco Compact,4207.49
2026-06-27,2,TOY-04,Unit I,VSF Export,4780.31
2026-06-27,2,TOY-05,Unit I,VSF Export,4608.73
2026-06-27,2,TOY-06,Unit I,Excel Slub,4103.2
2026-06-27,2,TOY-07,Unit I,VSF Export,5350.75
2026-06-27,2,TOY-08,Unit I,Excel Slub,3709.71
2026-06-27,2,TOY-09,Unit I,VSF Export,4769.09
2026-06-27,2,TOY-10,Unit I,VSF Export,5502.03
2026-06-27,2,TOY-11,Unit I,Excel Slub,4200.23
2026-06-27,2,TOY-12,Unit I,Excel Slub,4468.18
2026-06-27,2,TOY-13,Unit I,Liveaco Compact,3535.55
2026-06-27,2,TOY-14,Unit I,VSF Export,5121.58
2026-06-27,2,TOY-15,Unit I,Liveaco Compact,3561.8
2026-06-27,2,TSU-01,Unit I,VSF Export,3412.18
2026-06-27,2,TSU-02,Unit I,VSF Export,3497.44
2026-06-27,2,TSU-03,Unit I,Liveaco Compact,2902.52
2026-06-27,2,TSU-04,Unit I,Excel Slub,3360.3
2026-06-27,2,TSU-05,Unit I,Excel Slub,3096.07
2026-06-27,2,TSU-06,Unit I,Excel Slub,3018.38
2026-06-27,2,TSU-07,Unit I,VSF Export,3631.15
2026-06-27,2,TSU-08,Unit I,Liveaco Compact,2474.89
2026-06-27,2,TSU-09,Unit I,Excel Slub,2840.25
2026-06-27,2,TSU-10,Unit I,Excel Slub,2907.62
2026-06-27,2,SUL-01,Unit I,VSF Export,543.34
2026-06-27,2,SUL-02,Unit I,Liveaco Compact,488.64
2026-06-27,2,SUL-03,Unit I,Excel Slub,470.97
2026-06-27,2,SUL-04,Unit I,VSF Export,628.47
2026-06-27,2,SUL-05,Unit I,Excel Slub,555.71
2026-06-27,3,TOY-01,Unit I,Excel Slub,4371.39
2026-06-27,3,TOY-02,Unit I,VSF Export,3979.44
2026-06-27,3,TOY-03,Unit I,VSF Export,5000.57
2026-06-27,3,TOY-04,Unit I,Liveaco Compact,3847.3
2026-06-27,3,TOY-05,Unit I,VSF Export,4704.97
2026-06-27,3,TOY-06,Unit I,Excel Slub,3666.01
2026-06-27,3,TOY-07,Unit I,Excel Slub,4058.19
2026-06-27,3,TOY-08,Unit I,VSF Export,3848.02
2026-06-27,3,TOY-09,Unit I,Excel Slub,4800.9
2026-06-27,3,TOY-10,Unit I,VSF Export,4897.41
2026-06-27,3,TOY-11,Unit I,Liveaco Compact,4180.3
2026-06-27,3,TOY-12,Unit I,VSF Export,4893.3
2026-06-27,3,TOY-13,Unit I,VSF Export,5007.67
2026-06-27,3,TOY-14,Unit I,Liveaco Compact,4520.15
2026-06-27,3,TOY-15,Unit I,VSF Export,4583.94
2026-06-27,3,TSU-01,Unit I,Liveaco Compact,3056.09
2026-06-27,3,TSU-02,Unit I,Liveaco Compact,2820.25
2026-06-27,3,TSU-03,Unit I,Liveaco Compact,2987.54
2026-06-27,3,TSU-04,Unit I,Liveaco Compact,2392.6
2026-06-27,3,TSU-05,Unit I,Liveaco Compact,2853.4
2026-06-27,3,TSU-06,Unit I,VSF Export,3288.77
2026-06-27,3,TSU-07,Unit I,VSF Export,3702.32
2026-06-27,3,TSU-08,Unit I,Excel Slub,3185.16
2026-06-27,3,TSU-09,Unit I,VSF Export,3388.47
2026-06-27,3,TSU-10,Unit I,Liveaco Compact,2713.14
2026-06-27,3,SUL-01,Unit I,Excel Slub,561.04
2026-06-27,3,SUL-02,Unit I,VSF Export,617.0
2026-06-27,3,SUL-03,Unit I,VSF Export,614.63
2026-06-27,3,SUL-04,Unit I,Liveaco Compact,509.29
2026-06-27,3,SUL-05,Unit I,Excel Slub,505.71
2026-06-28,1,TOY-01,Unit I,VSF Export,4497.53
2026-06-28,1,TOY-02,Unit I,VSF Export,4131.56
2026-06-28,1,TOY-03,Unit I,VSF Export,5352.55
2026-06-28,1,TOY-04,Unit I,Liveaco Compact,3806.55
2026-06-28,1,TOY-05,Unit I,Excel Slub,4457.47
2026-06-28,1,TOY-06,Unit I,VSF Export,5078.96
2026-06-28,1,TOY-07,Unit I,VSF Export,4671.48
2026-06-28,1,TOY-08,Unit I,VSF Export,4287.04
2026-06-28,1,TOY-09,Unit I,Liveaco Compact,4102.24
2026-06-28,1,TOY-10,Unit I,Excel Slub,3971.76
2026-06-28,1,TOY-11,Unit I,VSF Export,5326.65
2026-06-28,1,TOY-12,Unit I,Liveaco Compact,4120.05
2026-06-28,1,TOY-13,Unit I,Excel Slub,4410.74
2026-06-28,1,TOY-14,Unit I,Liveaco Compact,4181.35
2026-06-28,1,TOY-15,Unit I,Excel Slub,4345.01
2026-06-28,1,TSU-01,Unit I,Excel Slub,2859.66
2026-06-28,1,TSU-02,Unit I,Liveaco Compact,2857.02
2026-06-28,1,TSU-03,Unit I,Excel Slub,2975.87
2026-06-28,1,TSU-04,Unit I,Excel Slub,2996.58
2026-06-28,1,TSU-05,Unit I,VSF Export,3312.87
2026-06-28,1,TSU-06,Unit I,Liveaco Compact,3193.01
2026-06-28,1,TSU-07,Unit I,Excel Slub,2896.37
2026-06-28,1,TSU-08,Unit I,Excel Slub,3146.12
2026-06-28,1,TSU-09,Unit I,Liveaco Compact,2761.39
2026-06-28,1,TSU-10,Unit I,Excel Slub,2667.28
2026-06-28,1,SUL-01,Unit I,VSF Export,650.7
2026-06-28,1,SUL-02,Unit I,VSF Export,509.42
2026-06-28,1,SUL-03,Unit I,Liveaco Compact,514.0
2026-06-28,1,SUL-04,Unit I,Liveaco Compact,546.45
2026-06-28,1,SUL-05,Unit I,Excel Slub,573.3
2026-06-28,2,TOY-01,Unit I,Liveaco Compact,4537.39
2026-06-28,2,TOY-02,Unit I,Liveaco Compact,3094.45
2026-06-28,2,TOY-03,Unit I,Excel Slub,3865.52
2026-06-28,2,TOY-04,Unit I,VSF Export,5414.89
2026-06-28,2,TOY-05,Unit I,Excel Slub,4319.72
2026-06-28,2,TOY-06,Unit I,VSF Export,4645.99
2026-06-28,2,TOY-07,Unit I,Excel Slub,4313.49
2026-06-28,2,TOY-08,Unit I,Excel Slub,3413.63
2026-06-28,2,TOY-09,Unit I,Liveaco Compact,3722.04
2026-06-28,2,TOY-10,Unit I,Excel Slub,3896.09
2026-06-28,2,TOY-11,Unit I,Liveaco Compact,3785.1
