date,shift,machine_id,unit,department,machine_type,target_qty,actual_qty,efficiency_pct
2026-06-21,2,TSU-01,Unit I,Weaving,Tsudakoma,15000,14769,98.46
2026-06-21,2,TSU-02,Unit I,Weaving,Tsudakoma,15000,14800,98.67
2026-06-21,2,TSU-03,Unit I,Weaving,Tsudakoma,15000,13510,90.07
2026-06-21,2,TSU-04,Unit I,Weaving,Tsudakoma,15000,14036,93.58
2026-06-21,2,TSU-05,Unit I,Weaving,Tsudakoma,15000,15000,100.0
2026-06-21,2,TSU-06,Unit I,Weaving,Tsudakoma,15000,14920,99.47
2026-06-21,2,TSU-07,Unit I,Weaving,Tsudakoma,15000,13220,88.14
2026-06-21,2,TSU-08,Unit I,Weaving,Tsudakoma,15000,14513,96.76
2026-06-21,2,TSU-09,Unit I,Weaving,Tsudakoma,15000,12766,85.11
2026-06-21,2,TSU-10,Unit I,Weaving,Tsudakoma,15000,14285,95.23
2026-06-21,2,SUL-01,Unit I,Weaving,Sulzer,2700,2700,100.0
2026-06-21,2,SUL-02,Unit I,Weaving,Sulzer,2700,2437,90.26
2026-06-21,2,SUL-03,Unit I,Weaving,Sulzer,2700,2452,90.83
2026-06-21,2,SUL-04,Unit I,Weaving,Sulzer,2700,2668,98.82
2026-06-21,2,SUL-05,Unit I,Weaving,Sulzer,2700,2356,87.29
2026-06-21,2,RF-01,Unit I,Spinning,RingFrame,2500,2295,91.84
2026-06-21,2,RF-02,Unit I,Spinning,RingFrame,2500,2449,97.98
2026-06-21,2,RF-03,Unit I,Spinning,RingFrame,2500,2295,91.83
2026-06-21,2,RF-04,Unit I,Spinning,RingFrame,2500,2345,93.82
2026-06-21,2,RF-05,Unit I,Spinning,RingFrame,2500,2468,98.72
2026-06-21,2,RF-06,Unit I,Spinning,RingFrame,2500,2427,97.11
2026-06-21,2,RF-07,Unit I,Spinning,RingFrame,2500,2408,96.33
2026-06-21,2,RF-08,Unit I,Spinning,RingFrame,2500,2332,93.3
2026-06-21,2,RF-09,Unit I,Spinning,RingFrame,2500,2421,96.85
2026-06-21,2,RF-10,Unit I,Spinning,RingFrame,2500,2359,94.38
2026-06-21,2,RF-11,Unit I,Spinning,RingFrame,2500,2007,80.29
2026-06-21,2,RF-12,Unit I,Spinning,RingFrame,2500,2312,92.52
2026-06-21,2,VTX-01,Unit I,Spinning,Vortex,4700,4422,94.09
2026-06-21,2,VTX-02,Unit I,Spinning,Vortex,4700,4232,90.05
2026-06-21,2,VTX-03,Unit I,Spinning,Vortex,4700,4456,94.82
2026-06-21,2,VTX-04,Unit I,Spinning,Vortex,4700,4274,90.94
2026-06-21,2,VTX-05,Unit I,Spinning,Vortex,4700,4203,89.43
2026-06-21,2,VTX-06,Unit I,Spinning,Vortex,4700,3726,79.29
2026-06-21,2,VTX-07,Unit I,Spinning,Vortex,4700,4514,96.06
2026-06-21,2,VTX-08,Unit I,Spinning,Vortex,4700,4648,98.91
2026-06-21,2,VTX-09,Unit I,Spinning,Vortex,4700,4363,92.84
2026-06-21,2,VTX-10,Unit I,Spinning,Vortex,4700,4560,97.04
2026-06-21,2,VTX-11,Unit I,Spinning,Vortex,4700,4594,97.75
2026-06-21,2,VTX-12,Unit I,Spinning,Vortex,4700,4569,97.22
2026-06-21,2,AJ-01,Unit I,Spinning,Airjet,3750,3407,90.87
2026-06-21,2,AJ-02,Unit I,Spinning,Airjet,3750,3590,95.75
2026-06-21,2,AJ-03,Unit I,Spinning,Airjet,3750,3630,96.82
2026-06-21,2,AJ-04,Unit I,Spinning,Airjet,3750,3563,95.04
2026-06-21,2,AJ-05,Unit I,Spinning,Airjet,3750,3171,84.57
2026-06-21,3,TOY-01,Unit I,Weaving,Toyota,21700,20789,95.8
2026-06-21,3,TOY-02,Unit I,Weaving,Toyota,21700,19326,89.06
2026-06-21,3,TOY-03,Unit I,Weaving,Toyota,21700,20224,93.2
2026-06-21,3,TOY-04,Unit I,Weaving,Toyota,21700,19825,91.36
2026-06-21,3,TOY-05,Unit I,Weaving,Toyota,21700,21020,96.87
2026-06-21,3,TOY-06,Unit I,Weaving,Toyota,21700,20953,96.56
2026-06-21,3,TOY-07,Unit I,Weaving,Toyota,21700,21700,100.0
2026-06-21,3,TOY-08,Unit I,Weaving,Toyota,21700,15561,71.71
2026-06-21,3,TOY-09,Unit I,Weaving,Toyota,21700,21408,98.66
2026-06-21,3,TOY-10,Unit I,Weaving,Toyota,21700,21255,97.95
2026-06-21,3,TOY-11,Unit I,Weaving,Toyota,21700,20460,94.29
2026-06-21,3,TOY-12,Unit I,Weaving,Toyota,21700,20982,96.69
2026-06-21,3,TOY-13,Unit I,Weaving,Toyota,21700,21700,100.0
2026-06-21,3,TOY-14,Unit I,Weaving,Toyota,21700,21561,99.36
2026-06-21,3,TOY-15,Unit I,Weaving,Toyota,21700,19374,89.28
2026-06-21,3,TSU-01,Unit I,Weaving,Tsudakoma,15000,14865,99.1
2026-06-21,3,TSU-02,Unit I,Weaving,Tsudakoma,15000,14201,94.68
2026-06-21,3,TSU-03,Unit I,Weaving,Tsudakoma,15000,14304,95.36
2026-06-21,3,TSU-04,Unit I,Weaving,Tsudakoma,15000,14304,95.37
2026-06-21,3,TSU-05,Unit I,Weaving,Tsudakoma,15000,14137,94.25
2026-06-21,3,TSU-06,Unit I,Weaving,Tsudakoma,15000,15000,100.0
2026-06-21,3,TSU-07,Unit I,Weaving,Tsudakoma,15000,14187,94.58
2026-06-21,3,TSU-08,Unit I,Weaving,Tsudakoma,15000,13410,89.4
2026-06-21,3,TSU-09,Unit I,Weaving,Tsudakoma,15000,13954,93.03
2026-06-21,3,TSU-10,Unit I,Weaving,Tsudakoma,15000,14384,95.89
2026-06-21,3,SUL-01,Unit I,Weaving,Sulzer,2700,2700,100.0
2026-06-21,3,SUL-02,Unit I,Weaving,Sulzer,2700,2646,98.02
2026-06-21,3,SUL-03,Unit I,Weaving,Sulzer,2700,2450,90.75
2026-06-21,3,SUL-04,Unit I,Weaving,Sulzer,2700,2700,100.0
2026-06-21,3,SUL-05,Unit I,Weaving,Sulzer,2700,2600,96.32
2026-06-21,3,RF-01,Unit I,Spinning,RingFrame,2500,2500,100.0
2026-06-21,3,RF-02,Unit I,Spinning,RingFrame,2500,2356,94.24
2026-06-21,3,RF-03,Unit I,Spinning,RingFrame,2500,2441,97.67
2026-06-21,3,RF-04,Unit I,Spinning,RingFrame,2500,2479,99.2
2026-06-21,3,RF-05,Unit I,Spinning,RingFrame,2500,2500,100.0
2026-06-21,3,RF-06,Unit I,Spinning,RingFrame,2500,2500,100.0
2026-06-21,3,RF-07,Unit I,Spinning,RingFrame,2500,2484,99.36
2026-06-21,3,RF-08,Unit I,Spinning,RingFrame,2500,2335,93.42
2026-06-21,3,RF-09,Unit I,Spinning,RingFrame,2500,2303,92.14
2026-06-21,3,RF-10,Unit I,Spinning,RingFrame,2500,2416,96.66
2026-06-21,3,RF-11,Unit I,Spinning,RingFrame,2500,2066,82.67
2026-06-21,3,RF-12,Unit I,Spinning,RingFrame,2500,2347,93.89
2026-06-21,3,VTX-01,Unit I,Spinning,Vortex,4700,4700,100.0
2026-06-21,3,VTX-02,Unit I,Spinning,Vortex,4700,4700,100.0
2026-06-21,3,VTX-03,Unit I,Spinning,Vortex,4700,4249,90.42
2026-06-21,3,VTX-04,Unit I,Spinning,Vortex,4700,4268,90.82
2026-06-21,3,VTX-05,Unit I,Spinning,Vortex,4700,4432,94.3
2026-06-21,3,VTX-06,Unit I,Spinning,Vortex,4700,3738,79.54
2026-06-21,3,VTX-07,Unit I,Spinning,Vortex,4700,4341,92.38
2026-06-21,3,VTX-08,Unit I,Spinning,Vortex,4700,4700,100.0
2026-06-21,3,VTX-09,Unit I,Spinning,Vortex,4700,4564,97.12
2026-06-21,3,VTX-10,Unit I,Spinning,Vortex,4700,4474,95.2
2026-06-21,3,VTX-11,Unit I,Spinning,Vortex,4700,4127,87.82
2026-06-21,3,VTX-12,Unit I,Spinning,Vortex,4700,4155,88.42
2026-06-21,3,AJ-01,Unit I,Spinning,Airjet,3750,3615,96.41
2026-06-21,3,AJ-02,Unit I,Spinning,Airjet,3750,3162,84.34
2026-06-21,3,AJ-03,Unit I,Spinning,Airjet,3750,3750,100.0
2026-06-21,3,AJ-04,Unit I,Spinning,Airjet,3750,3532,94.21
2026-06-21,3,AJ-05,Unit I,Spinning,Airjet,3750,3750,100.0
2026-06-22,1,TOY-01,Unit I,Weaving,Toyota,21700,21700,100.0
2026-06-22,1,TOY-02,Unit I,Weaving,Toyota,21700,16729,77.09
2026-06-22,1,TOY-03,Unit I,Weaving,Toyota,21700,20499,94.47
2026-06-22,1,TOY-04,Unit I,Weaving,Toyota,21700,21695,99.98
2026-06-22,1,TOY-05,Unit I,Weaving,Toyota,21700,21700,100.0
2026-06-22,1,TOY-06,Unit I,Weaving,Toyota,21700,18837,86.81
2026-06-22,1,TOY-07,Unit I,Weaving,Toyota,21700,18676,86.07
2026-06-22,1,TOY-08,Unit I,Weaving,Toyota,21700,16251,74.89
2026-06-22,1,TOY-09,Unit I,Weaving,Toyota,21700,21247,97.91
2026-06-22,1,TOY-10,Unit I,Weaving,Toyota,21700,21154,97.48
2026-06-22,1,TOY-11,Unit I,Weaving,Toyota,21700,21700,100.0
2026-06-22,1,TOY-12,Unit I,Weaving,Toyota,21700,19313,89.0
2026-06-22,1,TOY-13,Unit I,Weaving,Toyota,21700,18101,83.42
2026-06-22,1,TOY-14,Unit I,Weaving,Toyota,21700,21545,99.29
2026-06-22,1,TOY-15,Unit I,Weaving,Toyota,21700,19716,90.86
2026-06-22,1,TSU-01,Unit I,Weaving,Tsudakoma,15000,12736,84.91
2026-06-22,1,TSU-02,Unit I,Weaving,Tsudakoma,15000,14358,95.73
2026-06-22,1,TSU-03,Unit I,Weaving,Tsudakoma,15000,14844,98.97
2026-06-22,1,TSU-04,Unit I,Weaving,Tsudakoma,15000,14158,94.39
2026-06-22,1,TSU-05,Unit I,Weaving,Tsudakoma,15000,13906,92.71
2026-06-22,1,TSU-06,Unit I,Weaving,Tsudakoma,15000,14130,94.2
2026-06-22,1,TSU-07,Unit I,Weaving,Tsudakoma,15000,13972,93.15
2026-06-22,1,TSU-08,Unit I,Weaving,Tsudakoma,15000,13238,88.26
2026-06-22,1,TSU-09,Unit I,Weaving,Tsudakoma,15000,13713,91.43
2026-06-22,1,TSU-10,Unit I,Weaving,Tsudakoma,15000,14640,97.61
2026-06-22,1,SUL-01,Unit I,Weaving,Sulzer,2700,2608,96.61
2026-06-22,1,SUL-02,Unit I,Weaving,Sulzer,2700,2587,95.84
2026-06-22,1,SUL-03,Unit I,Weaving,Sulzer,2700,2430,90.02
2026-06-22,1,SUL-04,Unit I,Weaving,Sulzer,2700,2540,94.09
2026-06-22,1,SUL-05,Unit I,Weaving,Sulzer,2700,2271,84.11
2026-06-22,1,RF-01,Unit I,Spinning,RingFrame,2500,2397,95.89
2026-06-22,1,RF-02,Unit I,Spinning,RingFrame,2500,2500,100.0
2026-06-22,1,RF-03,Unit I,Spinning,RingFrame,2500,2190,87.63
2026-06-22,1,RF-04,Unit I,Spinning,RingFrame,2500,2301,92.07
2026-06-22,1,RF-05,Unit I,Spinning,RingFrame,2500,2416,96.65
2026-06-22,1,RF-06,Unit I,Spinning,RingFrame,2500,2500,100.0
2026-06-22,1,RF-07,Unit I,Spinning,RingFrame,2500,2318,92.76
2026-06-22,1,RF-08,Unit I,Spinning,RingFrame,2500,2288,91.54
2026-06-22,1,RF-09,Unit I,Spinning,RingFrame,2500,2128,85.16
2026-06-22,1,RF-10,Unit I,Spinning,RingFrame,2500,2387,95.52
2026-06-22,1,RF-11,Unit I,Spinning,RingFrame,2500,2205,88.21
2026-06-22,1,RF-12,Unit I,Spinning,RingFrame,2500,2409,96.39
2026-06-22,1,VTX-01,Unit I,Spinning,Vortex,4700,4459,94.89
2026-06-22,1,VTX-02,Unit I,Spinning,Vortex,4700,4540,96.61
2026-06-22,1,VTX-03,Unit I,Spinning,Vortex,4700,4462,94.94
2026-06-22,1,VTX-04,Unit I,Spinning,Vortex,4700,4273,90.93
2026-06-22,1,VTX-05,Unit I,Spinning,Vortex,4700,4658,99.12
2026-06-22,1,VTX-06,Unit I,Spinning,Vortex,4700,3719,79.13
2026-06-22,1,VTX-07,Unit I,Spinning,Vortex,4700,4469,95.09
2026-06-22,1,VTX-08,Unit I,Spinning,Vortex,4700,4235,90.12
2026-06-22,1,VTX-09,Unit I,Spinning,Vortex,4700,4700,100.0
2026-06-22,1,VTX-10,Unit I,Spinning,Vortex,4700,4621,98.32
2026-06-22,1,VTX-11,Unit I,Spinning,Vortex,4700,4335,92.24
2026-06-22,1,VTX-12,Unit I,Spinning,Vortex,4700,4700,100.0
2026-06-22,1,AJ-01,Unit I,Spinning,Airjet,3750,3469,92.51
2026-06-22,1,AJ-02,Unit I,Spinning,Airjet,3750,3415,91.09
2026-06-22,1,AJ-03,Unit I,Spinning,Airjet,3750,3420,91.2
2026-06-22,1,AJ-04,Unit I,Spinning,Airjet,3750,3230,86.14
2026-06-22,1,AJ-05,Unit I,Spinning,Airjet,3750,3650,97.36
2026-06-22,2,TOY-01,Unit I,Weaving,Toyota,21700,18628,85.84
2026-06-22,2,TOY-02,Unit I,Weaving,Toyota,21700,15593,71.86
2026-06-22,2,TOY-03,Unit I,Weaving,Toyota,21700,18362,84.62
2026-06-22,2,TOY-04,Unit I,Weaving,Toyota,21700,20521,94.57
2026-06-22,2,TOY-05,Unit I,Weaving,Toyota,21700,20451,94.25
2026-06-22,2,TOY-06,Unit I,Weaving,Toyota,21700,20260,93.37
2026-06-22,2,TOY-07,Unit I,Weaving,Toyota,21700,19483,89.79
2026-06-22,2,TOY-08,Unit I,Weaving,Toyota,21700,15654,72.14
2026-06-22,2,TOY-09,Unit I,Weaving,Toyota,21700,21118,97.32
2026-06-22,2,TOY-10,Unit I,Weaving,Toyota,21700,20017,92.25
2026-06-22,2,TOY-11,Unit I,Weaving,Toyota,21700,20958,96.58
2026-06-22,2,TOY-12,Unit I,Weaving,Toyota,21700,19654,90.57
2026-06-22,2,TOY-13,Unit I,Weaving,Toyota,21700,20811,95.91
2026-06-22,2,TOY-14,Unit I,Weaving,Toyota,21700,21700,100.0
2026-06-22,2,TOY-15,Unit I,Weaving,Toyota,21700,21250,97.93
2026-06-22,2,TSU-01,Unit I,Weaving,Tsudakoma,15000,13940,92.94
2026-06-22,2,TSU-02,Unit I,Weaving,Tsudakoma,15000,14442,96.29
2026-06-22,2,TSU-03,Unit I,Weaving,Tsudakoma,15000,14069,93.8
2026-06-22,2,TSU-04,Unit I,Weaving,Tsudakoma,15000,14255,95.04
2026-06-22,2,TSU-05,Unit I,Weaving,Tsudakoma,15000,14005,93.37
2026-06-22,2,TSU-06,Unit I,Weaving,Tsudakoma,15000,14126,94.18
2026-06-22,2,TSU-07,Unit I,Weaving,Tsudakoma,15000,14409,96.06
2026-06-22,2,TSU-08,Unit I,Weaving,Tsudakoma,15000,13504,90.03
2026-06-22,2,TSU-09,Unit I,Weaving,Tsudakoma,15000,13488,89.92
2026-06-22,2,TSU-10,Unit I,Weaving,Tsudakoma,15000,13208,88.06
2026-06-22,2,SUL-01,Unit I,Weaving,Sulzer,2700,2348,87.0
2026-06-22,2,SUL-02,Unit I,Weaving,Sulzer,2700,2400,88.91
2026-06-22,2,SUL-03,Unit I,Weaving,Sulzer,2700,2586,95.8
2026-06-22,2,SUL-04,Unit I,Weaving,Sulzer,2700,2444,90.54
2026-06-22,2,SUL-05,Unit I,Weaving,Sulzer,2700,2634,97.57
2026-06-22,2,RF-01,Unit I,Spinning,RingFrame,2500,2379,95.17
2026-06-22,2,RF-02,Unit I,Spinning,RingFrame,2500,2128,85.16
2026-06-22,2,RF-03,Unit I,Spinning,RingFrame,2500,2456,98.27
2026-06-22,2,RF-04,Unit I,Spinning,RingFrame,2500,2476,99.05
2026-06-22,2,RF-05,Unit I,Spinning,RingFrame,2500,2250,90.03
2026-06-22,2,RF-06,Unit I,Spinning,RingFrame,2500,2427,97.1
2026-06-22,2,RF-07,Unit I,Spinning,RingFrame,2500,2267,90.72
2026-06-22,2,RF-08,Unit I,Spinning,RingFrame,2500,2387,95.49
2026-06-22,2,RF-09,Unit I,Spinning,RingFrame,2500,2216,88.68
2026-06-22,2,RF-10,Unit I,Spinning,RingFrame,2500,2150,86.03
2026-06-22,2,RF-11,Unit I,Spinning,RingFrame,2500,1902,76.09
2026-06-22,2,RF-12,Unit I,Spinning,RingFrame,2500,2359,94.38
2026-06-22,2,VTX-01,Unit I,Spinning,Vortex,4700,4371,93.01
2026-06-22,2,VTX-02,Unit I,Spinning,Vortex,4700,4186,89.08
2026-06-22,2,VTX-03,Unit I,Spinning,Vortex,4700,4371,93.0
2026-06-22,2,VTX-04,Unit I,Spinning,Vortex,4700,4528,96.35
2026-06-22,2,VTX-05,Unit I,Spinning,Vortex,4700,4454,94.78
2026-06-22,2,VTX-06,Unit I,Spinning,Vortex,4700,3708,78.91
2026-06-22,2,VTX-07,Unit I,Spinning,Vortex,4700,4307,91.65
2026-06-22,2,VTX-08,Unit I,Spinning,Vortex,4700,4700,100.0
2026-06-22,2,VTX-09,Unit I,Spinning,Vortex,4700,4188,89.12
2026-06-22,2,VTX-10,Unit I,Spinning,Vortex,4700,4579,97.44
2026-06-22,2,VTX-11,Unit I,Spinning,Vortex,4700,4700,100.0
2026-06-22,2,VTX-12,Unit I,Spinning,Vortex,4700,4578,97.4
2026-06-22,2,AJ-01,Unit I,Spinning,Airjet,3750,3524,93.99
2026-06-22,2,AJ-02,Unit I,Spinning,Airjet,3750,3463,92.36
2026-06-22,2,AJ-03,Unit I,Spinning,Airjet,3750,3750,100.0
2026-06-22,2,AJ-04,Unit I,Spinning,Airjet,3750,3295,87.89
2026-06-22,2,AJ-05,Unit I,Spinning,Airjet,3750,3380,90.15
2026-06-22,3,TOY-01,Unit I,Weaving,Toyota,21700,20183,93.01
2026-06-22,3,TOY-02,Unit I,Weaving,Toyota,21700,18268,84.19
2026-06-22,3,TOY-03,Unit I,Weaving,Toyota,21700,21027,96.9
2026-06-22,3,TOY-04,Unit I,Weaving,Toyota,21700,19564,90.16
2026-06-22,3,TOY-05,Unit I,Weaving,Toyota,21700,20278,93.45
2026-06-22,3,TOY-06,Unit I,Weaving,Toyota,21700,19948,91.93
2026-06-22,3,TOY-07,Unit I,Weaving,Toyota,21700,19844,91.45
2026-06-22,3,TOY-08,Unit I,Weaving,Toyota,21700,17988,82.89
2026-06-22,3,TOY-09,Unit I,Weaving,Toyota,21700,19126,88.14
2026-06-22,3,TOY-10,Unit I,Weaving,Toyota,21700,21700,100.0
2026-06-22,3,TOY-11,Unit I,Weaving,Toyota,21700,21513,99.14
2026-06-22,3,TOY-12,Unit I,Weaving,Toyota,21700,21700,100.0
2026-06-22,3,TOY-13,Unit I,Weaving,Toyota,21700,20112,92.69
2026-06-22,3,TOY-14,Unit I,Weaving,Toyota,21700,20452,94.25
2026-06-22,3,TOY-15,Unit I,Weaving,Toyota,21700,19060,87.83
2026-06-22,3,TSU-01,Unit I,Weaving,Tsudakoma,15000,13856,92.38
2026-06-22,3,TSU-02,Unit I,Weaving,Tsudakoma,15000,14620,97.47
2026-06-22,3,TSU-03,Unit I,Weaving,Tsudakoma,15000,15000,100.0
2026-06-22,3,TSU-04,Unit I,Weaving,Tsudakoma,15000,13419,89.46
2026-06-22,3,TSU-05,Unit I,Weaving,Tsudakoma,15000,13975,93.17
2026-06-22,3,TSU-06,Unit I,Weaving,Tsudakoma,15000,14136,94.24
2026-06-22,3,TSU-07,Unit I,Weaving,Tsudakoma,15000,13203,88.02
2026-06-22,3,TSU-08,Unit I,Weaving,Tsudakoma,15000,14693,97.96
2026-06-22,3,TSU-09,Unit I,Weaving,Tsudakoma,15000,13707,91.38
2026-06-22,3,TSU-10,Unit I,Weaving,Tsudakoma,15000,14103,94.02
2026-06-22,3,SUL-01,Unit I,Weaving,Sulzer,2700,2503,92.74
2026-06-22,3,SUL-02,Unit I,Weaving,Sulzer,2700,2458,91.05
2026-06-22,3,SUL-03,Unit I,Weaving,Sulzer,2700,2564,94.96
2026-06-22,3,SUL-04,Unit I,Weaving,Sulzer,2700,2535,93.92
2026-06-22,3,SUL-05,Unit I,Weaving,Sulzer,2700,2514,93.14
2026-06-22,3,RF-01,Unit I,Spinning,RingFrame,2500,2283,91.36
2026-06-22,3,RF-02,Unit I,Spinning,RingFrame,2500,2414,96.6
2026-06-22,3,RF-03,Unit I,Spinning,RingFrame,2500,2500,100.0
2026-06-22,3,RF-04,Unit I,Spinning,RingFrame,2500,2392,95.7
2026-06-22,3,RF-05,Unit I,Spinning,RingFrame,2500,2499,99.98
2026-06-22,3,RF-06,Unit I,Spinning,RingFrame,2500,2201,88.05
2026-06-22,3,RF-07,Unit I,Spinning,RingFrame,2500,2394,95.79
2026-06-22,3,RF-08,Unit I,Spinning,RingFrame,2500,2237,89.51
2026-06-22,3,RF-09,Unit I,Spinning,RingFrame,2500,2190,87.62
2026-06-22,3,RF-10,Unit I,Spinning,RingFrame,2500,2282,91.3
2026-06-22,3,RF-11,Unit I,Spinning,RingFrame,2500,2098,83.96
2026-06-22,3,RF-12,Unit I,Spinning,RingFrame,2500,2493,99.75
2026-06-22,3,VTX-01,Unit I,Spinning,Vortex,4700,4522,96.22
2026-06-22,3,VTX-02,Unit I,Spinning,Vortex,4700,4104,87.34
2026-06-22,3,VTX-03,Unit I,Spinning,Vortex,4700,4418,94.02
2026-06-22,3,VTX-04,Unit I,Spinning,Vortex,4700,4535,96.51
2026-06-22,3,VTX-05,Unit I,Spinning,Vortex,4700,4506,95.88
2026-06-22,3,VTX-06,Unit I,Spinning,Vortex,4700,3232,68.78
2026-06-22,3,VTX-07,Unit I,Spinning,Vortex,4700,4255,90.55
2026-06-22,3,VTX-08,Unit I,Spinning,Vortex,4700,4449,94.68
2026-06-22,3,VTX-09,Unit I,Spinning,Vortex,4700,4591,97.68
2026-06-22,3,VTX-10,Unit I,Spinning,Vortex,4700,3948,84.02
2026-06-22,3,VTX-11,Unit I,Spinning,Vortex,4700,4426,94.19
2026-06-22,3,VTX-12,Unit I,Spinning,Vortex,4700,4498,95.72
2026-06-22,3,AJ-01,Unit I,Spinning,Airjet,3750,3721,99.25
2026-06-22,3,AJ-02,Unit I,Spinning,Airjet,3750,3692,98.46
2026-06-22,3,AJ-03,Unit I,Spinning,Airjet,3750,3671,97.91
2026-06-22,3,AJ-04,Unit I,Spinning,Airjet,3750,3412,91.0
2026-06-22,3,AJ-05,Unit I,Spinning,Airjet,3750,3204,85.46
2026-06-23,1,TOY-01,Unit I,Weaving,Toyota,21700,20188,93.03
2026-06-23,1,TOY-02,Unit I,Weaving,Toyota,21700,18012,83.01
2026-06-23,1,TOY-03,Unit I,Weaving,Toyota,21700,21700,100.0
2026-06-23,1,TOY-04,Unit I,Weaving,Toyota,21700,21385,98.55
2026-06-23,1,TOY-05,Unit I,Weaving,Toyota,21700,21080,97.15
2026-06-23,1,TOY-06,Unit I,Weaving,Toyota,21700,21026,96.9
2026-06-23,1,TOY-07,Unit I,Weaving,Toyota,21700,20011,92.22
2026-06-23,1,TOY-08,Unit I,Weaving,Toyota,21700,16784,77.35
2026-06-23,1,TOY-09,Unit I,Weaving,Toyota,21700,21700,100.0
2026-06-23,1,TOY-10,Unit I,Weaving,Toyota,21700,19592,90.29
2026-06-23,1,TOY-11,Unit I,Weaving,Toyota,21700,21700,100.0
2026-06-23,1,TOY-12,Unit I,Weaving,Toyota,21700,20265,93.39
2026-06-23,1,TOY-13,Unit I,Weaving,Toyota,21700,21700,100.0
2026-06-23,1,TOY-14,Unit I,Weaving,Toyota,21700,19088,87.97
2026-06-23,1,TOY-15,Unit I,Weaving,Toyota,21700,21250,97.93
2026-06-23,1,TSU-01,Unit I,Weaving,Tsudakoma,15000,13697,91.32
2026-06-23,1,TSU-02,Unit I,Weaving,Tsudakoma,15000,13188,87.92
2026-06-23,1,TSU-03,Unit I,Weaving,Tsudakoma,15000,14413,96.09
2026-06-23,1,TSU-04,Unit I,Weaving,Tsudakoma,15000,15000,100.0
2026-06-23,1,TSU-05,Unit I,Weaving,Tsudakoma,15000,13616,90.78
2026-06-23,1,TSU-06,Unit I,Weaving,Tsudakoma,15000,13125,87.5
2026-06-23,1,TSU-07,Unit I,Weaving,Tsudakoma,15000,14181,94.54
2026-06-23,1,TSU-08,Unit I,Weaving,Tsudakoma,15000,14184,94.56
2026-06-23,1,TSU-09,Unit I,Weaving,Tsudakoma,15000,14661,97.74
2026-06-23,1,TSU-10,Unit I,Weaving,Tsudakoma,15000,14962,99.75
2026-06-23,1,SUL-01,Unit I,Weaving,Sulzer,2700,2556,94.7
2026-06-23,1,SUL-02,Unit I,Weaving,Sulzer,2700,2700,100.0
2026-06-23,1,SUL-03,Unit I,Weaving,Sulzer,2700,2595,96.12
2026-06-23,1,SUL-04,Unit I,Weaving,Sulzer,2700,2518,93.27
2026-06-23,1,SUL-05,Unit I,Weaving,Sulzer,2700,2347,86.94
2026-06-23,1,RF-01,Unit I,Spinning,RingFrame,2500,2342,93.69
2026-06-23,1,RF-02,Unit I,Spinning,RingFrame,2500,2332,93.32
2026-06-23,1,RF-03,Unit I,Spinning,RingFrame,2500,2495,99.8
2026-06-23,1,RF-04,Unit I,Spinning,RingFrame,2500,2432,97.31
2026-06-23,1,RF-05,Unit I,Spinning,RingFrame,2500,2227,89.1
2026-06-23,1,RF-06,Unit I,Spinning,RingFrame,2500,2396,95.86
2026-06-23,1,RF-07,Unit I,Spinning,RingFrame,2500,2458,98.36
2026-06-23,1,RF-08,Unit I,Spinning,RingFrame,2500,2500,100.0
2026-06-23,1,RF-09,Unit I,Spinning,RingFrame,2500,2485,99.44
2026-06-23,1,RF-10,Unit I,Spinning,RingFrame,2500,2470,98.8
2026-06-23,1,RF-11,Unit I,Spinning,RingFrame,2500,1957,78.3
2026-06-23,1,RF-12,Unit I,Spinning,RingFrame,2500,2423,96.94
2026-06-23,1,VTX-01,Unit I,Spinning,Vortex,4700,4700,100.0
2026-06-23,1,VTX-02,Unit I,Spinning,Vortex,4700,4151,88.34
2026-06-23,1,VTX-03,Unit I,Spinning,Vortex,4700,4382,93.25
2026-06-23,1,VTX-04,Unit I,Spinning,Vortex,4700,4283,91.14
2026-06-23,1,VTX-05,Unit I,Spinning,Vortex,4700,4554,96.9
2026-06-23,1,VTX-06,Unit I,Spinning,Vortex,4700,3955,84.15
2026-06-23,1,VTX-07,Unit I,Spinning,Vortex,4700,4324,92.02
2026-06-23,1,VTX-08,Unit I,Spinning,Vortex,4700,3903,83.05
2026-06-23,1,VTX-09,Unit I,Spinning,Vortex,4700,4368,92.94
2026-06-23,1,VTX-10,Unit I,Spinning,Vortex,4700,4679,99.57
2026-06-23,1,VTX-11,Unit I,Spinning,Vortex,4700,4591,97.69
2026-06-23,1,VTX-12,Unit I,Spinning,Vortex,4700,4565,97.14
2026-06-23,1,AJ-01,Unit I,Spinning,Airjet,3750,3510,93.6
2026-06-23,1,AJ-02,Unit I,Spinning,Airjet,3750,3322,88.6
2026-06-23,1,AJ-03,Unit I,Spinning,Airjet,3750,3659,97.58
2026-06-23,1,AJ-04,Unit I,Spinning,Airjet,3750,3406,90.83
2026-06-23,1,AJ-05,Unit I,Spinning,Airjet,3750,3750,100.0
2026-06-23,2,TOY-01,Unit I,Weaving,Toyota,21700,21234,97.85
2026-06-23,2,TOY-02,Unit I,Weaving,Toyota,21700,16295,75.1
2026-06-23,2,TOY-03,Unit I,Weaving,Toyota,21700,19951,91.94
2026-06-23,2,TOY-04,Unit I,Weaving,Toyota,21700,20514,94.54
